"","id","host_id","host_response_time","host_response_rate","host_accept_rate","superhost","n_host_listings","room_type","bedrooms","beds","price","n_reviews","rev_rating","rev_accuracy","rev_clean","rev_checkin","rev_comm","rev_location","rev_value","license","instant_bookable","n_reviews_month","balcony","lake_access","waterfront","private_entry","workspace","backyard","beachfront","kitchen","oven","stove","wifi","fridge","iron","bed_linens","tv","dryer","coffee_maker","washer","microwave","shampoo","hot_water","hangers","dishwasher","freezer","heating","free_parking","breakfast","fireplace","hair_dryer","pool","sauna","hot_tub","gym","bbq","airco","greeting_host","crib","high_chair","pets_allow","elevator","single_level","baby_safety_gates","baby_bath","changing_table","baby_monitor","fire_extinguisher","smoke_alarm","security_cameras","carbon_monoxide_alarm","smart_lock","first_aid"
"10046",23655193,135276988,NA,NA,NA,0,2,"Entire home/apt",1,1,"$129.00",6,5,4.8,4.6,5,4.8,4.8,4.4,0,0,0.14,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"10047",23656123,113863505,"within a day","57%","0%",0,2,"Entire home/apt",1,2,"$300.00",25,4.92,4.96,4.88,4.88,4.88,4.79,4.58,0,0,0.62,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"10048",23656942,121985032,"within an hour","100%","99%",0,462,"Entire home/apt",NA,2,"$140.00",35,4.91,4.91,4.91,5,4.94,4.74,4.85,0,1,0.91,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10049",23662346,9799534,"within a few hours","100%","0%",0,3,"Entire home/apt",3,3,"$175.00",13,4.73,4.55,4.45,5,4.91,4.82,4.64,1,0,0.52,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10050",23675287,10319013,NA,NA,NA,0,1,"Entire home/apt",1,1,"$55.00",0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"10051",23679710,113034,NA,NA,NA,0,1,"Entire home/apt",3,3,"$160.00",8,4.63,4.75,4.5,4,4.88,4.63,4.5,0,0,0.21,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"10052",23683563,58560931,NA,NA,NA,0,1,"Entire home/apt",NA,1,"$125.00",10,4.8,4.9,4.7,4.9,5,4.6,4.4,0,0,0.49,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10053",23684337,12354457,"within an hour","100%","97%",1,1,"Entire home/apt",1,1,"$125.00",42,4.98,5,4.98,4.88,4.95,5,4.85,1,1,1.02,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"10054",23690299,152958807,NA,NA,NA,0,1,"Entire home/apt",1,2,"$143.00",5,4,4.6,3.6,4.8,4.8,5,4.2,0,1,0.15,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10055",23690477,66582903,NA,NA,NA,0,1,"Entire home/apt",1,1,"$125.00",8,4.88,5,4.88,5,5,4.75,4.75,0,0,0.29,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"10056",23691386,28809259,NA,NA,NA,0,1,"Entire home/apt",1,1,"$119.00",19,4.84,4.89,4.89,4.95,4.89,5,4.74,0,0,0.45,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"10057",23693134,38482223,NA,NA,NA,0,1,"Private room",1,1,"$100.00",6,4.67,5,4.33,5,5,5,4.67,0,1,0.14,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"10058",23701978,96313584,NA,NA,"100%",0,1,"Private room",1,1,"$60.00",7,4.86,4.71,4.57,4.57,4.86,3.86,4.57,0,0,0.17,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"10059",23702490,3481155,NA,NA,NA,0,1,"Entire home/apt",1,1,"$135.00",6,5,5,4.83,5,5,4.5,4.67,0,0,0.14,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10060",23706670,5705965,NA,NA,NA,0,1,"Entire home/apt",1,1,"$150.00",2,5,5,5,5,5,5,5,0,0,0.05,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"10061",23722473,177810728,NA,NA,NA,0,1,"Entire home/apt",2,2,"$280.00",7,4.57,4.57,4,4.57,4.86,4.57,4.14,0,0,0.18,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10062",23722769,14431527,NA,NA,NA,0,1,"Private room",1,1,"$110.00",3,5,5,5,5,5,4.33,5,0,0,0.07,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"10063",23722870,14118954,NA,NA,NA,0,1,"Private room",1,1,"$77.00",24,5,4.92,4.92,5,5,4.79,4.71,0,0,0.63,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10064",23722903,133576767,NA,NA,NA,0,2,"Private room",1,2,"$96.00",5,5,4.8,5,5,5,4.6,4.8,0,0,0.12,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"10065",23723888,102223329,NA,NA,NA,0,1,"Entire home/apt",3,6,"$195.00",5,5,5,5,5,5,5,5,0,0,0.19,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"10066",23724052,1999889,NA,NA,NA,0,1,"Entire home/apt",2,3,"$195.00",14,4.79,4.71,4.21,4.93,5,4.86,4.29,0,0,0.35,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"10067",23727584,2939531,NA,NA,NA,0,2,"Entire home/apt",4,5,"$282.00",5,4.75,4.75,5,5,4.75,4.75,4.75,0,0,0.13,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
"10068",23728775,12694680,"within a few hours","100%","0%",0,1,"Entire home/apt",1,1,"$140.00",8,4.86,5,4.86,5,5,4.71,4.86,1,0,0.22,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"10069",23728825,177882998,NA,NA,NA,0,1,"Entire home/apt",1,1,"$120.00",9,5,5,5,5,4.89,4.67,4.78,0,0,0.28,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
"10070",23729261,99721252,NA,NA,"100%",0,1,"Private room",1,0,"$89.00",60,4.78,4.9,4.93,4.98,4.97,4.9,4.45,0,0,1.47,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"10071",23747999,17494758,NA,NA,NA,0,1,"Entire home/apt",1,1,"$150.00",11,4.91,4.82,5,5,5,4.82,4.91,0,0,0.86,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10072",23757176,4457640,NA,NA,NA,0,1,"Entire home/apt",4,4,"$120.00",3,5,5,5,5,5,4.67,4.67,0,0,0.07,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1
"10073",23757197,2492723,"within an hour","100%","100%",1,2,"Private room",2,3,"$140.00",1,5,5,5,5,5,5,5,1,0,0.03,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1
"10074",23757459,178187873,"within an hour","98%","99%",0,18,"Entire home/apt",2,3,"$260.00",50,4.58,4.58,4.52,4.7,4.6,4.78,4.52,1,1,1.29,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"10075",23757703,49534524,NA,NA,NA,0,1,"Entire home/apt",1,1,"$99.00",15,5,4.87,5,4.93,5,4.8,4.8,0,0,0.36,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"10076",23758415,10985751,NA,NA,"67%",0,2,"Private room",1,1,"$50.00",28,4.79,4.79,4.86,4.71,4.86,4.89,4.54,0,0,0.69,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"10077",23758441,178199053,NA,NA,NA,0,2,"Entire home/apt",2,2,"$200.00",3,5,5,5,5,5,4.67,5,0,0,0.11,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"10078",23759081,178204597,"within an hour","100%","83%",1,1,"Entire home/apt",2,2,"$248.00",21,4.9,4.9,4.9,4.76,4.86,4.9,4.57,0,0,0.53,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10079",23760266,178187873,"within an hour","98%","99%",0,18,"Entire home/apt",2,3,"$253.00",53,4.34,4.53,4.3,4.72,4.45,4.79,4.32,1,1,1.8,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"10080",23768505,19842964,"within an hour","100%","97%",1,4,"Private room",1,1,"$117.00",269,4.96,4.9,4.97,4.97,5,4.96,4.86,1,0,6.48,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"10081",23770069,66108853,NA,NA,NA,0,1,"Entire home/apt",3,3,"$88.00",5,4.8,5,4.6,5,5,5,4.4,1,0,0.13,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"10082",23776178,8676061,"within a few hours","100%","67%",0,1,"Entire home/apt",2,2,"$300.00",30,4.93,4.96,4.85,4.96,5,5,4.78,1,0,0.77,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"10083",23776251,31505111,NA,NA,NA,0,1,"Entire home/apt",1,1,"$157.00",16,4.81,4.94,4.94,4.88,4.88,4.69,4.5,0,0,0.41,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10084",23776508,29491334,NA,NA,NA,0,2,"Entire home/apt",1,2,"$80.00",2,0,NA,NA,NA,NA,NA,NA,0,0,0.05,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"10085",23777372,176320082,"within an hour","100%","100%",0,3,"Private room",1,2,"$47.00",250,4.88,4.9,4.87,4.92,4.95,4.95,4.7,1,1,6.05,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"10086",23779165,20643360,NA,NA,NA,0,1,"Entire home/apt",3,3,"$300.00",13,4.92,4.75,4.75,5,5,4.67,4.58,0,1,0.34,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"10087",23779764,40520148,"within a day","100%","0%",0,1,"Entire home/apt",1,1,"$175.00",11,4.82,5,5,4.91,5,4.82,4.91,0,0,0.46,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10088",23780248,96290669,NA,NA,NA,0,1,"Entire home/apt",4,5,"$75.00",5,5,5,4.75,5,5,4,4.75,0,1,0.12,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10089",23780695,26620918,NA,NA,NA,1,2,"Entire home/apt",2,2,"$329.00",16,4.94,4.88,4.75,4.94,4.88,4.81,4.25,0,1,0.56,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"10090",23780893,11963721,NA,NA,NA,1,1,"Entire home/apt",1,1,"$120.00",17,4.94,4.94,5,5,5,4.69,4.75,0,0,0.42,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"10091",23783000,38891064,NA,NA,NA,1,2,"Private room",2,2,"$103.00",2,5,5,5,5,5,5,5,0,0,0.05,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"10092",23783715,19842964,"within an hour","100%","97%",1,4,"Private room",1,1,"$124.00",224,4.94,4.94,4.94,4.98,4.99,4.96,4.81,1,0,5.3,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"10093",23795607,4235860,NA,NA,NA,0,1,"Entire home/apt",1,1,"$90.00",3,4.67,5,5,5,5,4.33,5,0,0,0.07,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0
"10094",23799815,7152046,NA,NA,NA,0,1,"Entire home/apt",1,1,"$145.00",7,4.86,5,4.86,5,5,4.71,4.71,0,0,0.17,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"10095",23801933,39113987,NA,NA,NA,0,11,"Entire home/apt",2,2,"$153.00",10,4.7,4.6,4.6,4.7,4.9,5,4.6,0,0,0.25,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"10096",23802729,10585457,NA,NA,NA,0,1,"Entire home/apt",4,4,"$250.00",13,5,5,5,4.92,5,4.69,4.77,1,0,0.31,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1
"10097",23806047,21568130,"within a few hours","100%","82%",0,1,"Entire home/apt",2,2,"$200.00",29,4.9,4.86,4.86,4.97,4.97,4.93,4.62,1,0,0.72,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"10098",23814393,113977564,"within an hour","78%","77%",0,22,"Entire home/apt",NA,1,"$132.00",7,4,4.57,3.57,4.29,4.14,4.71,4.14,0,1,0.17,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"10099",23815632,37208936,NA,NA,NA,0,1,"Entire home/apt",1,1,"$157.00",7,5,5,5,5,5,4.86,4.86,0,0,0.17,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
"10100",23815926,85505501,NA,NA,NA,0,1,"Entire home/apt",2,2,"$180.00",8,5,4.88,4.75,5,4.75,4.75,4.75,0,0,0.33,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"10101",23817606,178775223,NA,NA,NA,0,1,"Entire home/apt",3,4,"$514.00",5,5,4.8,4.6,5,5,5,5,0,0,0.12,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
"10102",23818476,9223172,NA,NA,NA,0,1,"Entire home/apt",3,2,"$250.00",6,4.8,4.8,5,4.8,4.8,5,5,1,0,0.29,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"10103",23819110,22272931,"within an hour","100%",NA,1,1,"Private room",1,1,"$140.00",26,5,5,5,5,5,4.96,5,1,1,0.64,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"10104",23820189,13261606,NA,NA,NA,1,2,"Entire home/apt",2,3,"$300.00",20,4.85,4.85,4.95,4.8,5,4.8,4.7,0,0,0.52,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"10105",23820910,178805775,"within a day","50%","100%",0,1,"Entire home/apt",2,3,"$160.00",6,4.17,4.83,4.5,4.17,4.67,4.17,4,0,0,0.16,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"10106",23832190,120757903,NA,NA,"0%",1,2,"Entire home/apt",2,1,"$165.00",16,4.93,4.93,5,5,4.86,4.79,4.29,0,0,0.6,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"10107",23832372,3663294,"within a day","100%","0%",0,1,"Entire home/apt",1,1,"$110.00",19,4.95,5,4.79,5,5,4.84,4.84,0,0,0.46,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"10108",23833578,89889006,NA,NA,NA,0,1,"Entire home/apt",2,2,"$271.00",2,5,5,5,5,5,5,5,0,0,0.05,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"10109",23833753,54053420,"a few days or more","0%",NA,0,1,"Entire home/apt",1,2,"$163.00",18,4.94,4.94,5,5,5,5,4.53,0,0,0.43,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"10110",23833861,59171116,"within a day","100%","0%",0,1,"Entire home/apt",1,1,"$140.00",10,5,4.9,5,4.9,4.7,4.8,4.7,0,0,0.25,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"10111",23836707,13878452,NA,NA,NA,0,1,"Entire home/apt",1,1,"$138.00",6,5,5,5,5,5,4.67,4.83,0,0,0.15,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"10112",23836967,26637400,NA,NA,NA,0,1,"Entire home/apt",1,1,"$177.00",5,4.6,4.8,5,5,5,4,4.6,0,0,0.15,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"10113",23839946,5383036,NA,NA,NA,0,3,"Entire home/apt",5,4,"$275.00",4,5,4.75,4.75,5,5,5,4.75,0,0,0.1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"10114",23850634,136429669,NA,NA,NA,0,1,"Entire home/apt",1,1,"$80.00",19,4.65,5,4.94,4.65,4.94,4.65,4.47,0,0,0.65,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"10115",23852793,179159156,"within an hour","100%","100%",0,2,"Private room",1,1,"$58.00",130,4.56,4.74,4.87,4.94,4.82,4.22,4.41,0,0,3.17,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
"10116",23854270,179173426,NA,NA,NA,0,1,"Entire home/apt",NA,1,"$110.00",3,5,5,5,5,5,4.67,5,0,1,0.15,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10117",23854729,42424083,NA,NA,NA,0,1,"Entire home/apt",1,1,"$105.00",14,4.67,5,4.5,4.92,4.83,4.75,4.67,0,0,0.36,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"10118",23855455,114685459,NA,NA,NA,0,2,"Private room",1,1,"$70.00",11,4.64,4.73,3.82,4.64,4.73,4.55,4.64,0,1,0.27,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10119",23864493,71449347,NA,NA,NA,0,1,"Entire home/apt",1,1,"$148.00",7,4.57,4.43,4.29,4.57,4.71,4.29,3.86,0,1,0.26,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10120",23869860,14874061,NA,NA,NA,0,41,"Entire home/apt",2,2,"$120.00",2,3.5,4.5,3.5,5,4.5,4.5,3.5,0,0,0.05,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"10121",23872075,179344906,NA,NA,NA,0,1,"Entire home/apt",1,1,"$150.00",6,5,5,4.83,5,5,4.33,4,0,0,0.14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
