"","id","host_id","host_response_time","host_response_rate","host_accept_rate","superhost","n_host_listings","room_type","bedrooms","beds","price","n_reviews","rev_rating","rev_accuracy","rev_clean","rev_checkin","rev_comm","rev_location","rev_value","license","instant_bookable","waterfront","balcony","kitchen","oven","wifi","tv","coffee_maker","washer","dishwasher","free_parking","fireplace","hot_tub","gym","airco","greeting_host","crib","luggage_dropoff","single_level","changing_table","fire_extinguisher","security_cameras","carbon_monoxide_alarm","private_entry"
"6174",16519208,47864844,NA,NA,NA,FALSE,1,"Private room",1,1,58,36,4.09,4.11,4.49,3.69,4.26,4.41,3.88,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6175",16523466,108655811,"within an hour","100%","57%",TRUE,1,"Entire home/apt",1,1,177,18,4.5,4.67,4.17,4.78,4.72,4.78,4.56,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"6176",16525186,1464510,"within an hour","100%","82%",FALSE,11,"Entire home/apt",3,4,210,50,4.47,4.51,4.51,4.47,4.62,4.83,4.36,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"6177",16525441,1464510,"within an hour","100%","82%",FALSE,11,"Entire home/apt",3,3,218,50,4.52,4.56,4.52,4.44,4.4,4.94,4.27,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"6178",16526188,68332208,"within a day","82%","18%",FALSE,1,"Entire home/apt",1,1,96,11,4.82,4.82,5,4.73,4.82,4.36,4.55,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6179",16526897,2978366,"within a few hours","100%","67%",FALSE,1,"Entire home/apt",1,3,229,62,4.87,4.87,4.84,4.97,4.94,4.69,4.65,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"6180",16528355,2467597,NA,NA,NA,FALSE,2,"Entire home/apt",1,1,166,13,4.92,5,5,5,5,5,4.75,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"6181",16529838,3888605,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,110,29,4.96,4.93,4.93,4.82,4.96,4.82,4.79,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6182",16529952,57009254,"within a day","100%","49%",FALSE,1,"Entire home/apt",1,2,99,31,4.84,4.97,4.45,4.97,5,4.93,4.77,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6183",16536365,108797118,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,100,1,5,5,5,5,3,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"6184",16538401,83891777,NA,NA,NA,TRUE,1,"Private room",1,1,122,15,5,5,5,5,4.93,4.87,4.87,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6185",16539738,2674028,"within an hour","100%","100%",TRUE,2,"Entire home/apt",2,13,389,147,4.55,4.59,4.34,4.73,4.69,4.41,4.35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"6186",16540398,14195634,"within an hour","100%","100%",FALSE,0,"Entire home/apt",1,1,108,6,5,5,5,4.67,5,4.83,4.67,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6187",16542614,50133720,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,95,9,4.88,4.88,5,4.86,4.86,4.43,4.71,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"6188",16543332,18824062,NA,NA,NA,FALSE,1,"Entire home/apt",1,4,94,3,5,4,5,5,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"6189",16543970,21909734,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,110,10,4.9,5,4.9,4.9,5,4.4,4.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6190",16544188,13983847,NA,NA,NA,FALSE,1,"Private room",1,1,80,5,4.25,4.2,4,4.8,5,5,4.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6191",16550704,108954250,NA,NA,NA,FALSE,1,"Entire home/apt",3,3,350,23,4.96,5,5,5,5,5,4.91,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"6192",16550737,10508004,NA,NA,NA,FALSE,1,"Entire home/apt",2,3,129,16,4.94,5,4.88,5,5,4.8,4.67,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6193",16552526,7907245,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,130,26,4.81,4.85,4.73,4.92,4.96,5,4.62,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6194",16553990,108990987,"within an hour","100%","100%",FALSE,1,"Private room",1,1,78,107,4.58,4.71,4.7,4.44,4.66,4.82,4.51,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6195",16562975,25750822,NA,NA,NA,TRUE,2,"Entire home/apt",2,2,253,14,5,5,5,5,4.93,5,4.79,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"6196",16563337,109092602,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,229,6,5,5,4.8,5,5,4.2,4.2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"6197",16578022,6103459,NA,NA,"100%",FALSE,1,"Entire home/apt",2,2,200,29,4.81,4.85,4.56,4.85,4.93,4.69,4.73,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6198",16582068,662664,"within an hour","100%",NA,FALSE,1,"Private room",NA,1,149,93,4.9,4.96,4.92,4.98,4.95,4.97,4.68,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"6199",16583033,4978942,"within an hour","100%","100%",TRUE,2,"Private room",1,1,42,208,4.73,4.86,4.63,4.96,4.91,4.74,4.67,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6200",16583227,41184338,NA,NA,NA,FALSE,1,"Private room",1,1,80,45,4.91,4.93,4.89,4.95,5,4.36,4.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6201",16590479,109412706,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,120,5,4.8,5,4,4.8,5,5,4.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"6202",16592620,60090274,NA,NA,NA,FALSE,2,"Entire home/apt",2,2,250,28,4.68,4.86,4.96,4.82,4.75,4.46,4.68,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"6203",16594218,73315220,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,99,9,4.89,5,5,4.89,4.89,5,4.78,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6204",16606830,5698829,"within a day","50%","100%",FALSE,2,"Private room",1,1,63,86,4.33,4.57,3.82,4.86,4.72,4.51,4.29,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6205",16610138,2705184,"within an hour","100%","100%",TRUE,2,"Entire home/apt",1,1,101,181,4.84,4.9,4.91,4.94,4.81,4.96,4.68,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"6206",16611627,49265736,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,90,12,4.91,4.91,4.82,5,5,4.82,4.91,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"6207",16612561,4047594,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,60,18,4.82,5,4.76,5,4.94,4.63,4.81,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6208",16613623,109656509,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,150,13,4.77,4.92,4.54,4.92,4.85,4.46,4.38,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"6209",16614928,41130076,"within an hour","100%","100%",TRUE,2,"Private room",1,1,114,243,4.98,4.95,4.97,4.97,4.94,4.85,4.79,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"6210",16615187,283269,"within a few hours","100%","33%",FALSE,1,"Private room",1,1,80,7,5,5,5,5,5,4.86,4.86,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"6211",16622510,3390188,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,62,8,4.67,4.5,4.5,4.33,4.33,4.5,4.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6212",16623751,109776234,"within a day","50%",NA,FALSE,2,"Entire home/apt",1,1,129,37,4.5,4.67,4.17,4.78,4.5,4.58,4.28,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6213",16625355,29268751,"within a few hours","90%","81%",FALSE,3,"Entire home/apt",4,3,100,59,4.88,4.9,4.75,4.86,4.95,4.64,4.74,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"6214",16630995,18905733,"within an hour","100%","29%",FALSE,1,"Entire home/apt",1,1,75,38,4.87,4.95,4.84,4.95,4.97,4.78,4.65,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"6215",16632690,24373970,NA,NA,NA,FALSE,1,"Entire home/apt",3,3,99,20,5,5,5,5,5,4.37,4.95,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6216",16634406,109887966,NA,NA,NA,FALSE,1,"Private room",4,8,829,4,4.75,5,4.75,5,4.75,5,4.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"6217",16635814,4604071,NA,NA,NA,TRUE,1,"Private room",2,2,125,210,4.96,4.94,4.93,4.98,4.99,4.86,4.88,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"6218",16643465,2543098,NA,NA,NA,FALSE,3,"Private room",1,1,100,3,4.5,5,5,4,4.5,4.5,3.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6219",16643685,109986444,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,80,7,4.29,5,4.83,4.83,4,4.83,4.67,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6220",16649243,7143096,"a few days or more","20%","0%",FALSE,1,"Entire home/apt",1,1,80,26,4.84,4.84,4.88,5,4.88,4.79,4.58,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"6221",16655842,110111688,"within a day","100%","100%",TRUE,1,"Entire home/apt",1,1,135,38,4.97,4.97,4.92,5,5,4.79,4.68,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"6222",16656477,17112458,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,140,3,5,5,4.5,5,5,4.5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"6223",16669922,110272181,NA,NA,NA,FALSE,1,"Entire home/apt",2,3,215,11,4.64,4.44,4.82,4.89,4.88,4.11,4.63,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6224",16671672,109868271,"within a day","100%","100%",FALSE,1,"Entire home/apt",1,0,130,14,4.93,5,4.79,5,5,4.83,4.67,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6225",16674000,110317721,NA,NA,NA,FALSE,1,"Entire home/apt",2,1,220,4,5,5,5,5,5,3.67,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"6226",16683209,40130340,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,144,38,4.89,4.95,4.95,4.89,4.95,4.95,4.78,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6227",16683468,4544932,"within a few hours","100%","54%",FALSE,1,"Entire home/apt",1,1,100,17,5,4.88,4.81,4.88,4.94,4.69,4.81,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"6228",16684178,19720992,NA,NA,NA,FALSE,1,"Entire home/apt",2,2,150,3,5,5,4.67,5,5,5,5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"6229",16684591,21320858,NA,NA,NA,FALSE,1,"Private room",1,1,83,38,4.78,4.89,4.92,4.97,4.94,4.51,4.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6230",16685383,5831960,"within an hour","100%","25%",FALSE,2,"Private room",1,1,39,12,4.67,4.75,4.83,5,5,4.58,4.92,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6231",16687637,11420262,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,120,6,4.8,4.8,4.8,5,5,4.6,5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"6232",16687949,110484766,NA,NA,NA,TRUE,1,"Private room",1,2,67,133,4.84,4.89,4.92,4.95,4.96,4.71,4.68,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"6233",16688583,25007503,NA,NA,NA,TRUE,1,"Entire home/apt",3,3,168,64,4.92,4.97,4.98,4.9,4.92,4.9,4.83,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"6234",16688982,110493368,NA,NA,NA,FALSE,1,"Entire home/apt",3,3,90,6,5,5,4.33,5,5,4,4.4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"6235",16696506,33662498,NA,NA,NA,FALSE,2,"Entire home/apt",2,2,42,51,4.55,4.67,4.73,4.9,4.88,4.38,4.44,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"6236",16696873,107690388,NA,NA,NA,FALSE,1,"Private room",1,1,63,4,4,5,4.67,4.33,4,4.67,4.33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6237",16696921,59140081,"within a day","60%","25%",FALSE,1,"Entire home/apt",1,1,114,43,4.78,4.85,4.63,4.95,4.93,4.59,4.54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6238",16697065,5831960,"within an hour","100%","25%",FALSE,2,"Entire home/apt",1,1,102,20,4.85,4.9,4.65,4.85,4.8,4.65,4.8,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6239",16697992,13272191,NA,NA,NA,FALSE,1,"Entire home/apt",1,2,135,4,5,5,5,5,5,5,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6240",16698355,110601332,NA,NA,NA,FALSE,1,"Entire home/apt",1,1,174,4,4.75,4.5,5,4.25,4.5,4.5,4.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"6241",16700980,69971797,"within an hour","100%","100%",TRUE,6,"Entire home/apt",1,1,70,19,4.47,4.79,4.37,4.53,4.68,4.58,4.37,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6242",16705542,3040748,"within an hour","100%","77%",FALSE,13,"Private room",2,6,103,78,4.42,4.36,4.31,4.54,4.53,4.31,4.46,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"6243",16707488,93255298,NA,NA,NA,FALSE,1,"Private room",1,1,100,14,4.08,4.46,3.69,4.85,4.69,4.38,4.31,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
